time,Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Direct Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1),Zone Air Temperature(SPACE1-1),action
20.0,-0.0997775430018508,59.821916986430686,3.77192447677302,0.0034790530524161,1.1,21.201074846596622,22.0
14.5,11.63854731118372,49.75379550418139,6.853687043855448,843.7958109462,0.0,25.681874084141185,22.0
19.5,11.263426101274677,53.89843842997124,4.54150447761357,0.0798716324264166,1.1,21.636476510881515,15.0
16.75,22.39528468028024,62.722923077071535,3.419089747765993,8.528596037055694,11.0,23.43005944899216,15.0
11.0,0.4755261501402983,78.84552836036237,6.954746053444283,783.377108276596,11.0,22.73943488725484,15.0
8.5,15.24336148001621,89.77737035407412,1.962359131256422,415.1849077970263,0.0,23.283539912102505,15.0
8.25,11.869781841878964,83.29585145523049,4.211494480694577,53.53757558455708,0.0,20.781607983029183,15.0
9.5,1.5282150780712247,83.08335520459028,4.741474017599962,0.0,0.0,21.20305973071815,15.0
11.25,-4.605063293535691,70.91937126950302,2.290214123402433,0.4484030157661484,8.8,21.313706846500853,17.0
9.25,15.1361619495082,67.96622467034939,1.2357044336055625,313.2799562180507,11.0,22.30519302717621,16.0
10.25,13.0754254065223,56.849755372183424,5.944376715274444,0.2537121223342164,11.0,23.168746420422444,15.0
21.0,12.96017328957358,93.75758765072966,2.852561286587563,0.0,1.1,23.3457923761086,17.0
18.5,-1.662083021521084,59.5549518667273,5.301956035411911,0.0526040868788833,5.5,20.70843800020706,16.0
8.0,14.11619137115844,72.00925978174537,5.400871500426461,0.0,0.0,20.948413474366568,22.0
11.25,5.870967035889357,70.0239710272519,2.881671050058449,9.151786670531925,8.8,22.224528946856516,15.0
16.25,-4.01677923922603,83.30268950581197,3.530061737664094,0.1400386729393745,11.0,21.059374804583257,20.0
8.75,-7.042885064535464,73.63112200021635,2.8229886361114893,309.3908291880296,0.0,20.110942329039386,15.0
10.0,1.8597660785157009,91.5728432701685,22.809284822225536,0.0,0.0,21.5919719661049,15.0
19.25,10.577127362522916,50.60267686240107,5.782940875830845,0.3630354075762443,1.1,21.92462756622169,19.0
10.0,11.700200768246782,59.10718345317186,6.479682306647466,0.0545500729514982,11.0,22.28754529583397,15.0
10.25,5.782501549691668,61.55618753775765,6.688008603557601,275.47656642744226,11.0,22.59258794769373,15.0
15.0,19.328414154068383,48.72211294541489,5.160309566642362,0.0,0.0,23.1686224864834,15.0
8.75,-5.845363871978605,68.81869119900215,5.070711763118727,484.8172376102399,11.0,21.57811109468989,16.0
20.25,9.980569520891516,77.04311959954316,2.7157340658015303,0.0238549882401914,1.1,21.6415294425677,20.0
17.0,0.618328596647693,49.102151666676455,6.129444741471965,102.93656980383574,11.0,23.355686404728782,15.0
8.25,17.815185252901422,90.02189332334797,5.8525439983697405,13.669848576824611,11.0,21.84931839740446,16.0
14.75,-3.0947127082319312,86.32126004774383,9.40937229148479,0.1563286601511168,11.0,21.380533825329653,15.0
13.0,12.519480853371173,86.4251795069287,6.73703418036007,0.152139736604281,0.0,21.07833902952541,15.0
8.25,11.561590986218215,92.62491773835328,5.48589050501776,0.0223576714245185,11.0,20.897796344387334,16.0
19.0,-3.627494365807628,82.37229063541882,4.746208241707005,0.3701658893434761,5.5,19.984967200339376,22.0
8.0,3.486099139926381,91.69857686444156,8.410258652640376,0.0154326390860889,0.0,20.102296091879133,22.0
9.5,13.21637315568594,87.44077158325615,5.265959199737937,0.0,11.0,22.026779767991457,19.0
10.0,22.953080922381037,88.87343121399948,4.176603272491873,75.07114643350434,11.0,23.23239519219251,16.0
10.25,-0.705279774087296,64.41719007852375,7.273754860371897,189.0858178686899,0.0,21.64557859660064,16.0
10.0,10.411844905631256,75.84603680251496,3.26464840065107,0.0,0.0,21.107705852982363,15.0
8.25,-4.276226099436697,77.27001159962475,6.639617483496204,0.2806695946721755,11.0,20.380835191927847,16.0
8.75,-2.454500904218771,76.03761739067029,4.1108149406646906,12.59537092246438,11.0,21.09853747742177,15.0
12.25,1.2600002305450533,100.14913386885094,2.469720573545409,0.1075189439989227,0.0,20.782505495322788,15.0
8.0,21.673745701889757,93.89344802849098,1.888605709898298,57.958205168648455,0.0,20.814196769735656,22.0
8.0,25.824054948515816,81.52196571447347,3.573222142173606,611.8708085716056,0.0,22.13154555996303,22.0
11.0,-9.483558742695372,48.822811907185326,3.869123260075826,790.8022020911428,11.0,20.257792507644428,16.0
12.25,-4.855460305644777,31.919608064507727,1.7284718882525625,832.3128617092391,0.0,19.86268660273073,22.0
8.25,19.05837864418957,91.29525797455314,0.0,433.8722755629835,0.0,23.138636125133168,15.0
14.25,14.706486313990744,69.38038984681647,4.945014723250414,0.216450098912354,0.0,23.20783940319659,16.0
11.25,-2.2102928781185103,60.83315195278159,2.0787018935779926,783.8599593954842,8.8,20.72286963903684,16.0
11.25,-9.91353023579684,55.64042996485745,7.911520039141124,623.2374277210903,8.8,23.033047378605623,15.0
8.5,21.60858748227144,97.56744841756164,2.263560775824868,0.0,11.0,21.507597549318454,15.0
9.5,20.84522702590133,53.85683894555126,4.492771778909444,0.0,11.0,22.05613182825761,15.0
9.0,18.092977375406804,89.7028894487125,3.8565875464332384,0.0,11.0,22.52521516634053,16.0
17.75,7.080687013230583,92.21339274394816,7.491237766288747,19.504206265251973,0.0,22.694355689587727,15.0
8.5,14.652168113704578,51.76640818915321,4.61526017244662,0.1197163210278731,11.0,21.40517317069537,15.0
8.25,10.749449811177769,89.16248423180821,3.326022610987024,0.3096916362814191,11.0,21.14071076787992,15.0
8.25,21.766956085941217,98.54346598800184,2.054579212239853,0.6109439704138621,11.0,21.12671107998609,15.0
15.25,14.748267321715074,79.38171976445251,7.386821338404021,0.0,0.0,20.29871612928118,16.0
10.0,17.635416959289365,82.89617103082986,2.648199935424568,12.055333363614658,0.0,22.939844574721704,15.0
18.5,6.691817419176014,86.7293464912561,5.818018765559433,0.0,5.5,21.380566869494096,18.0
11.25,20.33886381439232,94.07933418614056,3.379948184219853,0.0,8.8,23.27475823728316,15.0
9.5,10.917072544701728,50.05911925533534,6.664067625956174,0.2283334010873745,11.0,21.17988018281797,15.0
18.75,-2.156132920934405,60.79339796093476,5.391983335614709,0.0,5.5,20.892385468252517,17.0
18.25,-5.146478921863065,72.0152266834453,2.291646517229373,0.0,5.5,20.91373041310993,15.0
9.25,11.69980080776441,82.29500643307266,3.780123928319608,191.18929668770664,0.0,20.58118777177536,17.0
8.75,-4.131015709389848,77.58218239814306,5.312099247694928,488.0762266847676,11.0,23.550725122326018,22.0
9.0,5.192368127980732,55.63318045769423,0.0563730623119149,413.9672009554863,11.0,22.302089312813187,15.0
19.0,-4.944487904320565,58.94733915571548,1.7357736517800182,0.0,5.5,21.120437524489528,19.0
20.25,2.084326190873376,53.35539475689389,0.0866024456681782,0.0,1.1,21.131622272164115,17.0
12.75,5.088659822677552,67.77146483393507,7.097215086952012,96.5589864348286,4.4,22.33394043105066,16.0
10.5,21.207551655580637,93.8871112989642,3.736834801508341,0.0,11.0,22.6972532340811,17.0
19.0,3.4331342554862574,73.62663805313605,4.391364375305813,0.0599233090161789,5.5,21.305555887742383,17.0
14.25,21.11987671681097,43.14778821045872,2.4893090918828857,0.0464218053211523,11.0,23.442374080332748,15.0
8.25,0.6500905129049095,91.65890294129794,5.451284568543519,79.06976169802451,11.0,20.96273177620839,15.0
20.0,9.098039092688706,49.00373544879808,3.712595407378724,0.0196362606204711,1.1,21.31523104442613,15.0
19.5,6.523367897682819,96.02036226602154,6.654559969185111,0.3041263695461298,1.1,20.12236668664768,18.0
13.5,-4.267375139251657,70.84590351509141,8.064761758782181,39.8021388374609,8.8,21.028393128658216,17.0
19.0,7.799695954176524,60.89242548801051,5.135942148029015,0.0,5.5,21.874413304939768,20.0
12.5,15.263002962612124,66.94418011023552,5.018391862834047,0.0792277728603815,0.0,23.094912470539214,15.0
10.5,18.48967021871532,78.11703853044186,3.2926184710133923,11.921622427509568,0.0,23.494502196349703,15.0
11.75,9.338552109135636,38.26715574636465,5.16657989857724,458.7043327982345,8.8,22.42621076763133,15.0
7.75,16.656857365390202,97.24265177911865,2.6636611487742075,0.0,0.0,20.615231091138494,22.0
7.75,23.56314159589417,86.40442393121846,2.576670770342878,586.4230386220983,0.0,22.449692083315664,22.0
9.25,24.882885295783588,66.82356301362495,7.157802612498789,0.1942313352041182,11.0,22.69584850525265,15.0
10.5,0.8297067839892251,91.88417844600346,4.96023787952985,0.0,11.0,21.201592900375196,15.0
8.0,19.33863336490331,68.85939532193424,0.0,577.2744650335986,0.0,20.928473744168897,22.0
19.75,-3.1010696053618383,54.82064544571488,2.7863385537987577,0.0,1.1,21.450148547909016,20.0
9.25,1.4165382911912905,91.80322090583373,5.105217868224065,0.0,11.0,21.40571135448189,15.0
17.5,11.515933088210184,57.480611983505625,6.424262508853414,0.0,0.0,20.41803301926756,15.0
9.75,-5.429732714340371,83.76934239044769,5.30572230933013,0.6748170029177085,11.0,21.57663216423234,17.0
8.25,18.343826498384647,92.27643566242912,1.7253658068800597,0.0,11.0,21.731266190526128,16.0
17.75,4.464596941177498,87.92866829748553,6.869306728056221,0.0,11.0,21.024340353343483,15.0
19.0,2.036310828705622,51.91162080022606,7.360078651953005,0.2381792863768131,0.0,21.042609515740416,15.0
17.0,7.147381323045009,89.26170546797992,6.55079381223413,63.5685838141897,0.0,23.431438721095745,17.0
8.75,10.537155008082266,55.14870982651955,4.91117411714684,0.0395316730759156,11.0,21.365439370803223,16.0
8.5,3.894767635305224,90.79545280844351,6.884421206002778,0.0100835970205429,11.0,20.832773380946414,15.0
18.5,10.100561152456752,57.74416177320542,5.405873204694502,0.0,5.5,22.775250321711017,22.0
8.5,10.217661524319798,83.95956885696938,3.4050938061558296,629.7399581234478,11.0,16.135056341243665,22.0
21.0,10.748022066338,71.26380767569941,0.4441105416236488,0.0,0.0,21.352778985853448,15.0
18.25,-7.441265292008278,61.67074168352938,7.445716023996652,0.0,5.5,20.68958655887236,18.0
10.25,-7.081028466093837,45.32578202128418,2.499413284749273,759.0775853218979,0.0,21.972393621102537,15.0
8.75,4.841604718654402,59.58514724779363,3.962265235196332,537.2713176974211,11.0,21.33679636553177,15.0
8.5,21.963652534968126,85.6329384360536,3.0911856113121043,0.2872075850568928,11.0,20.724517870567187,15.0
7.75,22.95715261162596,75.48232643161067,5.564074302664556,431.7362577384404,0.0,24.45758228196995,22.0
8.25,14.456134351025078,73.09222355135262,5.683827254861298,0.0,11.0,21.368192841056462,15.0
8.5,5.45983782854168,79.13344614901277,5.0900021430573466,34.68127465815704,0.0,20.96742676499277,15.0
17.25,4.59962016385371,93.6273787007495,1.869352147411984,0.0,11.0,21.35774154290312,16.0
11.5,1.6062403222484547,30.68515993604088,2.118348342678819,821.8819898278003,8.8,23.377946694607967,15.0
19.5,11.011900170579835,89.01930646880308,3.5520822426979386,0.2671452605935854,0.0,21.478852090014,15.0
7.75,20.859330884924177,68.5972234648921,8.64623481222084,536.4250745728442,0.0,23.404297813648757,22.0
14.25,-0.0316901362400072,50.53284394455356,6.435699526247048,0.0,11.0,22.183005741371318,15.0
12.75,-1.0681570257243438,78.21807251516171,6.454358987740925,4.675030077199341,4.4,20.723093250342977,15.0
17.25,-4.387129441373276,82.02142441745617,5.231853439986823,0.0,11.0,20.74848541098253,21.0
18.75,-5.251913548517782,73.29514623339726,2.5373424332176797,0.0614847366500808,5.5,20.14184203317027,20.0
9.5,12.56405092740856,69.96478532741246,0.3530460798315824,634.0996511057184,11.0,23.473170874785684,15.0
18.0,-4.041058331688541,64.76786854401927,4.169593042866694,0.0179471724253144,11.0,23.42096310035821,19.0
19.25,-3.594031598411711,30.94896659641652,2.238772658345105,0.0,0.0,20.60200890206263,17.0
9.5,-7.50521503066885,83.17128486485257,3.061532319367224,39.463935734491166,0.0,21.176873053812027,15.0
10.25,-3.3342960356843303,64.86994988314788,9.078311082526008,12.75211362323522,11.0,21.250183937846973,15.0
10.5,-3.682927184384005,65.04498759400778,8.999734474468207,0.0,11.0,21.14470031747915,15.0
8.75,13.51535778808203,99.23833148973485,5.393653010130859,672.3031530692917,11.0,21.003754985632835,15.0
9.25,21.77362508520387,67.3930364330275,5.228986172230036,221.50940350446768,11.0,22.414632084118765,16.0
17.0,5.565592869667717,92.92439757737397,2.645692165242901,0.0,11.0,21.23972630478705,16.0
19.75,-1.2057755982720368,92.4244236069541,4.572371435000737,0.2001158798379088,1.1,22.36475798571665,16.0
8.75,16.28873554144755,59.910966164520026,4.430124508386257,0.2074328968346514,0.0,20.93808716357164,16.0
11.5,9.63233498270928,47.135020683708575,1.6636940257831132,871.9036169875016,0.0,19.118911962289804,22.0
17.25,-1.1852865626441456,44.679838553462666,5.152340357993217,26.555716461658218,11.0,22.39928934276442,15.0
9.25,17.01751085241035,74.36800608942812,5.120521620225484,10.610171411479026,11.0,23.20384593241266,15.0
10.25,0.1481002499057795,98.49661923074684,4.275616037744666,0.0,0.0,20.8186110851054,16.0
8.5,-0.3849272500768006,40.93589186301314,0.7548436682022666,562.3243776796079,11.0,21.845438810691604,18.0
9.25,3.986616899169546,87.19040655482527,7.202327228983047,0.1718856689801258,11.0,21.251449369467903,15.0
10.5,12.995267185364748,92.94610530170652,2.239648162427338,0.0986678898598863,11.0,23.22641918825094,15.0
9.5,19.1345485468493,57.96771584123292,5.721329611792187,701.1149459639485,11.0,21.03412834420378,16.0
14.75,-3.04057845573708,62.073849394704496,5.626617104109754,0.0125748564163975,11.0,21.03913156812311,17.0
14.0,8.916187310781886,65.8427969908707,0.2470016728309444,38.09345156886141,8.8,23.399327560707608,15.0
10.5,-7.197859226611983,77.48369378972897,5.118597946384172,236.4893890860029,11.0,21.85152047713432,15.0
20.25,7.995893370170708,35.723987551127244,3.5878037531856126,0.0,1.1,20.924944927366987,22.0
11.0,5.632810243482568,73.58069694678353,7.190128807139099,0.0,11.0,21.155029598094394,15.0
20.75,9.634044176224643,76.99161452291948,8.20217692877848,0.0,1.1,22.380448869543248,22.0
18.0,-4.118853323309652,65.00623972627987,3.8007770315903424,0.0,11.0,23.59003407126478,22.0
20.5,14.271306004242534,58.623109906532015,4.447842463698936,0.1224935305836384,0.0,21.685795267871818,15.0
8.75,16.935944820946528,58.85643392578719,3.184404524356449,9.28112318529782,11.0,22.3323551907906,15.0
9.75,-17.5664213340481,69.85885247772215,3.0957067882127416,734.4758354631578,0.0,18.78830892461968,22.0
20.5,13.67454164840544,61.03333166288483,4.2289767864504775,0.2762314377256766,0.0,20.44000834850585,15.0
13.0,0.3743904969974556,46.75749474327412,7.833412642090569,179.64798435853237,4.4,22.54590568434631,15.0
9.0,5.171640113020645,75.2305884447453,2.4193581591013813,0.4102996832400467,11.0,20.870559099634985,16.0
21.0,8.105188881594904,92.8918318479626,3.142943314240416,0.050698414303899,1.1,21.70450127817899,22.0
10.25,5.960574630809133,69.91960559065768,3.1390500462557784,0.0579715564087235,11.0,21.40187744587443,16.0
10.0,0.1156403821221033,92.17635417423784,2.387080643632653,2.512450432743203,0.0,20.979542792308788,15.0
11.5,7.184882911012752,93.43128956926242,6.163055760507718,0.0,8.8,21.644161090083383,16.0
10.0,12.6823488493108,50.54596015376277,8.015486808200416,762.841955266554,11.0,19.32829862940187,22.0
10.5,1.1064828596633351,84.31613039552914,3.6531183009844255,0.1664441132979609,11.0,20.80780656752744,18.0
13.0,13.932874387879234,48.90254869644161,7.081535573685846,61.95193050237621,0.0,22.085777910504618,16.0
11.5,-8.326689355060758,36.52915823900873,0.0,816.8355031319862,0.0,24.24949633060087,22.0
11.5,7.636553784168917,67.8374171510212,8.962095954398754,11.980260149486572,8.8,22.007160453534603,16.0
8.25,13.37931663839404,98.5164756925989,0.0,173.90382985666875,0.0,21.722988275784672,16.0
7.75,18.597555979868964,95.8205926973754,3.655725410167365,16.06077758373699,0.0,20.971680831599844,22.0
10.25,-14.3151143637135,67.88453452559219,3.000687463143745,731.9406687148062,0.0,20.830146991779053,15.0
9.25,-0.6015145738199527,99.39836008469403,1.8730440399934123,0.1686896121768434,11.0,21.116040237012,16.0
9.75,23.639042757642283,74.7985858645263,3.9249511452244383,30.140076639851955,11.0,23.01137411316923,19.0
11.5,5.98333813997823,93.40042529921077,0.1321094598043015,706.7168824514752,8.8,27.718002265339432,22.0
8.0,16.00551298059141,75.03389462535422,5.08669562305971,0.0,0.0,21.166532080608743,22.0
8.5,2.969993213622544,90.00768547351026,3.129331207518567,0.0163876309003389,11.0,21.34745457864968,16.0
10.0,17.11808005182603,66.94360582373254,7.065175297177007,0.0159370149251317,11.0,23.52410545145309,22.0
8.0,8.153635392601364,31.945826171161205,4.69836305759252,261.2491400248579,0.0,19.96627415201292,22.0
18.5,-0.8309790621677525,55.48505305887316,4.563782154043073,0.0,0.0,23.58588881867148,22.0
8.5,15.52816320634726,98.29174042213008,3.139079053234148,0.0,11.0,21.31989399973102,15.0
10.75,1.844693695789028,38.52144739909549,2.9369621656215608,816.561386206684,11.0,24.22190930094782,22.0
18.25,10.783337569878665,49.9822021027822,5.46439453372085,0.0903794009223287,5.5,22.69009230573076,17.0
8.0,-3.7185236136698814,91.88809790827844,5.504471203935665,224.96426820896576,0.0,20.251308105138403,22.0
10.25,-0.6962297644666036,64.02648486708553,3.5067448111710995,736.2081368947323,11.0,22.935217149090843,15.0
10.5,-1.0345921603035704,81.37319243390567,7.141044172655227,0.0,11.0,20.82032669777651,16.0
9.5,11.1614984586436,59.86734056398475,6.923428925949239,0.0,11.0,21.93950747199485,15.0
14.75,-0.9947298966440584,55.63136275729767,8.46298967867195,51.72619806332874,11.0,21.481278781056197,16.0
13.25,-6.112148464083882,65.02527539679431,3.4090044030310374,33.21348755783894,8.8,21.34112084469688,16.0
8.75,-10.30825059953903,54.38679933748845,3.1940902629545462,520.4430255354569,11.0,18.925743689641155,22.0
18.75,-4.511770700944174,82.72237778216709,8.240018224139643,0.0,5.5,20.614800305710983,21.0
20.5,4.963756115783214,25.924385524550885,2.362795727246887,0.0,1.1,20.0671634425925,22.0
10.0,-4.520761748850715,70.58974585106047,8.81259640287607,226.4045687978861,0.0,20.855479389541507,15.0
10.5,6.267577558604348,93.5935565196652,7.829078455971935,742.0104305012198,11.0,25.777136204282534,22.0
10.25,12.822812715377038,57.24042371008901,5.717959123756407,0.0,11.0,23.226428287651164,15.0
19.5,1.6983629585004618,52.27129140851021,1.7073702065661922,0.1035691843063083,1.1,21.60091357504627,21.0
9.0,-0.7151744733878694,100.37163181385463,2.5016109362450782,0.2538812066300633,11.0,21.67411119970684,18.0
12.5,-11.506925646705035,57.93103465671971,9.36189092148902,901.4607995401914,0.0,17.018519030185296,22.0
21.0,7.769051977844264,89.8090790172848,4.570165184575062,0.0,1.1,21.66265495154486,20.0
9.0,16.58571305886825,90.9656267418728,4.115920780995976,529.0541648695083,0.0,22.25982904026472,15.0
8.75,10.486907024946516,85.07710616348092,0.0,650.4155531516757,11.0,20.80553993185502,15.0
9.75,0.3180719759396899,91.65711999689132,5.677715606922487,0.3416167648081195,11.0,21.05063952857157,15.0
9.5,-0.3041773873537896,57.58469206258869,5.285421216812994,725.3766166805972,11.0,21.71166912826713,16.0
20.75,11.34905039309024,86.70738555088577,4.187563356502848,0.2552565209162274,0.0,20.78204796174939,15.0
8.25,-6.206577515182196,86.9699479443042,4.584092886958176,0.0027059828212224,11.0,19.84160912031608,22.0
11.5,7.67451784964605,68.24539514166489,8.700519985273015,11.78578018431003,8.8,22.02234362051192,16.0
11.0,11.945584959950557,21.246660286685152,0.0,909.2017360405684,11.0,23.579611020010383,22.0
16.75,13.697769506179895,73.60817996847042,4.993273969872169,0.0,0.0,23.08218899476072,15.0
18.25,6.522245111284446,92.87190822466746,7.386442181465702,6.578824877861156,0.0,22.47244877535231,15.0
9.5,8.194507926165292,50.47779990139118,3.7193823669882793,678.2862033397904,11.0,19.377150669652863,22.0
15.0,-0.1270581694285145,54.00054137841288,8.257270592794036,47.42675464060896,11.0,21.359815349163444,15.0
9.5,-2.41404451762892,85.40280268744631,9.708618393965832,0.1484259651726908,11.0,20.968109422950437,15.0
20.0,2.013422270517445,51.82456090799261,0.0,0.0298640551179299,1.1,21.042315965104283,22.0
20.0,-0.939401679208917,92.0210772825281,4.6165871500226965,0.3818063996762216,1.1,21.52238340167192,21.0
19.5,15.110086298221932,86.07588930602569,2.614101633589829,0.3650191627420867,0.0,22.85037525315905,16.0
8.0,17.025749547447628,55.69798492960768,5.322744178509728,628.2353970834299,0.0,25.465471779464927,22.0
8.0,-1.02466515765023,71.21599430213274,6.352839695712247,253.30164658085403,0.0,20.183416117909783,22.0
13.5,8.008151709998964,66.73928331722989,6.9575785156936885,0.0020198622569665,8.8,22.266890344449184,15.0
13.75,-3.7702898249326817,62.68807973620587,6.851730763278946,0.0279527713855815,8.8,21.36823567475061,16.0
10.25,8.255019592480414,60.07399872042987,2.2698540297538643,758.4546492690764,11.0,24.63056403840695,22.0
11.0,-7.069742444239628,51.27437595588915,3.444902328541,791.0099426467451,11.0,22.178681746384523,15.0
8.75,5.772620716179755,61.72884348131088,5.797115262874021,1.753648484305602,11.0,21.251484169637763,16.0
12.75,0.7513697909906225,52.0130457774873,3.885481459367196,814.2482266869141,0.0,20.04954864758752,15.0
9.25,-3.2716501943235063,65.82349620261773,5.594115889879727,598.4168921532786,0.0,21.28043118170023,15.0
