,obs,action,step
1361,17,21.0,46
1362,17,20.0,46
1363,17,22.0,46
1364,17,22.0,46
1365,17,22.0,46
1366,17,21.0,46
1367,17,21.0,46
1368,17,22.0,46
1369,17,19.0,46
1370,17,21.0,46
1371,17,22.0,46
1372,17,18.0,46
1373,17,20.0,46
1374,17,18.0,46
1375,17,22.0,46
1376,17,22.0,46
1377,17,20.0,46
1378,17,22.0,46
1379,17,20.0,46
1380,17,22.0,47
1381,17,17.0,47
1382,17,20.0,47
1383,17,16.0,47
1384,17,21.0,47
1385,17,21.0,47
1386,17,22.0,47
1387,17,21.0,47
1388,17,22.0,47
1389,17,17.0,47
1390,17,22.0,47
1391,17,22.0,47
1392,17,20.0,47
1393,17,21.0,47
1394,17,22.0,47
1395,17,21.0,47
1396,17,21.0,47
1397,17,20.0,47
1398,17,22.0,47
1399,17,22.0,47
1400,17,20.0,47
1401,17,19.0,47
1402,17,22.0,47
1403,17,21.0,47
1404,17,20.0,47
1405,17,22.0,47
1406,17,20.0,47
1407,17,21.0,47
1408,17,18.0,47
1409,17,22.0,47
1410,17,22.0,48
1411,17,22.0,48
1412,17,20.0,48
1413,17,22.0,48
1414,17,22.0,48
1415,17,21.0,48
1416,17,20.0,48
1417,17,20.0,48
1418,17,21.0,48
1419,17,18.0,48
1420,17,19.0,48
1421,17,22.0,48
1422,17,20.0,48
1423,17,21.0,48
1424,17,22.0,48
1425,17,19.0,48
1426,17,21.0,48
1427,17,17.0,48
1428,17,20.0,48
1429,17,22.0,48
1430,17,21.0,48
1431,17,22.0,48
1432,17,21.0,48
1433,17,21.0,48
1434,17,21.0,48
1435,17,22.0,48
1436,17,19.0,48
1437,17,22.0,48
1438,17,20.0,48
1439,17,20.0,48
1440,17,22.0,49
1441,17,19.0,49
1442,17,18.0,49
1443,17,21.0,49
1444,17,21.0,49
1445,17,21.0,49
1446,17,20.0,49
1447,17,22.0,49
1448,17,22.0,49
1449,17,22.0,49
1450,17,21.0,49
1451,17,22.0,49
1452,17,19.0,49
1453,17,19.0,49
1454,17,22.0,49
1455,17,20.0,49
1456,17,22.0,49
1457,17,21.0,49
1458,17,21.0,49
1459,17,16.0,49
1460,17,22.0,49
1461,17,20.0,49
1462,17,19.0,49
1463,17,22.0,49
1464,17,20.0,49
1465,17,22.0,49
1466,17,19.0,49
1467,17,22.0,49
1468,17,21.0,49
1469,17,22.0,49
1470,17,22.0,50
1471,17,22.0,50
1472,17,22.0,50
1473,17,22.0,50
1474,17,22.0,50
1475,17,22.0,50
1476,17,22.0,50
1477,17,22.0,50
1478,17,20.0,50
1479,17,16.0,50
1480,17,20.0,50
1481,17,22.0,50
1482,17,21.0,50
1483,17,21.0,50
1484,17,20.0,50
1485,17,21.0,50
1486,17,22.0,50
1487,17,21.0,50
1488,17,20.0,50
1489,17,22.0,50
1490,17,22.0,50
1491,17,22.0,50
1492,17,22.0,50
1493,17,18.0,50
1494,17,19.0,50
1495,17,21.0,50
1496,17,21.0,50
1497,17,17.0,50
1498,17,21.0,50
1499,17,22.0,50
1500,17,22.0,51
1501,17,20.0,51
1502,17,22.0,51
1503,17,20.0,51
1504,17,19.0,51
1505,17,22.0,51
1506,17,22.0,51
1507,17,21.0,51
1508,17,21.0,51
1509,17,22.0,51
1510,17,22.0,51
1511,17,21.0,51
1512,17,20.0,51
1513,17,20.0,51
1514,17,21.0,51
1515,17,20.0,51
1516,17,21.0,51
1517,17,18.0,51
1518,17,22.0,51
1519,17,22.0,51
1520,17,20.0,51
1521,17,22.0,51
1522,17,19.0,51
1523,17,22.0,51
1524,17,19.0,51
1525,17,22.0,51
1526,17,22.0,51
1527,17,22.0,51
1528,17,21.0,51
1529,17,22.0,51
1530,17,21.0,52
1531,17,21.0,52
1532,17,21.0,52
1533,17,22.0,52
1534,17,21.0,52
1535,17,22.0,52
1536,17,21.0,52
1537,17,20.0,52
1538,17,22.0,52
1539,17,22.0,52
1540,17,20.0,52
1541,17,22.0,52
1542,17,21.0,52
1543,17,20.0,52
1544,17,21.0,52
1545,17,22.0,52
1546,17,21.0,52
1547,17,21.0,52
1548,17,21.0,52
1549,17,20.0,52
1550,17,19.0,52
1551,17,22.0,52
1552,17,20.0,52
1553,17,21.0,52
1554,17,22.0,52
1555,17,22.0,52
1556,17,21.0,52
1557,17,22.0,52
1558,17,22.0,52
1559,17,22.0,52
1560,17,18.0,53
1561,17,22.0,53
1562,17,18.0,53
1563,17,22.0,53
1564,17,21.0,53
1565,17,21.0,53
1566,17,22.0,53
1567,17,22.0,53
1568,17,18.0,53
1569,17,18.0,53
1570,17,22.0,53
1571,17,22.0,53
1572,17,20.0,53
1573,17,22.0,53
1574,17,22.0,53
1575,17,22.0,53
1576,17,22.0,53
1577,17,22.0,53
1578,17,22.0,53
1579,17,22.0,53
1580,17,21.0,53
1581,17,22.0,53
1582,17,20.0,53
1583,17,22.0,53
1584,17,18.0,53
1585,17,22.0,53
1586,17,22.0,53
1587,17,22.0,53
1588,17,22.0,53
1589,17,22.0,53
1590,17,21.0,54
1591,17,21.0,54
1592,17,22.0,54
1593,17,22.0,54
1594,17,22.0,54
1595,17,22.0,54
1596,17,22.0,54
1597,17,22.0,54
1598,17,22.0,54
1599,17,22.0,54
1600,17,22.0,54
1601,17,22.0,54
1602,17,22.0,54
1603,17,21.0,54
1604,17,22.0,54
1605,17,21.0,54
1606,17,22.0,54
1607,17,22.0,54
1608,17,22.0,54
1609,17,19.0,54
1610,17,20.0,54
1611,17,22.0,54
1612,17,22.0,54
1613,17,22.0,54
1614,17,22.0,54
1615,17,22.0,54
1616,17,20.0,54
1617,17,22.0,54
1618,17,22.0,54
1619,17,20.0,54
1620,17,22.0,55
1621,17,21.0,55
1622,17,19.0,55
1623,17,22.0,55
1624,17,19.0,55
1625,17,20.0,55
1626,17,22.0,55
1627,17,18.0,55
1628,17,21.0,55
1629,17,22.0,55
1630,17,19.0,55
1631,17,20.0,55
1632,17,21.0,55
1633,17,21.0,55
1634,17,22.0,55
1635,17,22.0,55
1636,17,21.0,55
1637,17,20.0,55
1638,17,21.0,55
1639,17,20.0,55
1640,17,21.0,55
1641,17,22.0,55
1642,17,19.0,55
1643,17,22.0,55
1644,17,22.0,55
1645,17,22.0,55
1646,17,22.0,55
1647,17,22.0,55
1648,17,22.0,55
1649,17,22.0,55
1650,17,20.0,56
1651,17,19.0,56
1652,17,22.0,56
1653,17,22.0,56
1654,17,19.0,56
1655,17,22.0,56
1656,17,22.0,56
1657,17,22.0,56
1658,17,21.0,56
1659,17,21.0,56
1660,17,20.0,56
1661,17,20.0,56
1662,17,21.0,56
1663,17,20.0,56
1664,17,19.0,56
1665,17,22.0,56
1666,17,22.0,56
1667,17,21.0,56
1668,17,22.0,56
1669,17,21.0,56
1670,17,22.0,56
1671,17,22.0,56
1672,17,22.0,56
1673,17,21.0,56
1674,17,20.0,56
1675,17,21.0,56
1676,17,22.0,56
1677,17,21.0,56
1678,17,21.0,56
1679,17,22.0,56
1680,17,21.0,57
1681,17,21.0,57
1682,17,22.0,57
1683,17,20.0,57
1684,17,21.0,57
1685,17,21.0,57
1686,17,21.0,57
1687,17,22.0,57
1688,17,20.0,57
1689,17,22.0,57
1690,17,21.0,57
1691,17,22.0,57
1692,17,18.0,57
1693,17,21.0,57
1694,17,22.0,57
1695,17,22.0,57
1696,17,22.0,57
1697,17,22.0,57
1698,17,21.0,57
1699,17,20.0,57
1700,17,21.0,57
1701,17,22.0,57
1702,17,22.0,57
1703,17,21.0,57
1704,17,20.0,57
1705,17,22.0,57
1706,17,22.0,57
1707,17,22.0,57
1708,17,18.0,57
1709,17,20.0,57
1710,17,21.0,58
1711,17,22.0,58
1712,17,22.0,58
1713,17,19.0,58
1714,17,22.0,58
1715,17,20.0,58
1716,17,22.0,58
1717,17,21.0,58
1718,17,21.0,58
1719,17,21.0,58
1720,17,21.0,58
1721,17,19.0,58
1722,17,22.0,58
1723,17,21.0,58
1724,17,22.0,58
1725,17,19.0,58
1726,17,21.0,58
1727,17,21.0,58
1728,17,22.0,58
1729,17,21.0,58
1730,17,21.0,58
1731,17,22.0,58
1732,17,20.0,58
1733,17,21.0,58
1734,17,22.0,58
1735,17,20.0,58
1736,17,19.0,58
1737,17,19.0,58
1738,17,22.0,58
1739,17,22.0,58
1740,17,20.0,59
1741,17,21.0,59
1742,17,22.0,59
1743,17,22.0,59
1744,17,22.0,59
1745,17,22.0,59
1746,17,22.0,59
1747,17,21.0,59
1748,17,21.0,59
1749,17,22.0,59
1750,17,22.0,59
1751,17,21.0,59
1752,17,22.0,59
1753,17,21.0,59
1754,17,22.0,59
1755,17,21.0,59
1756,17,21.0,59
1757,17,22.0,59
1758,17,22.0,59
1759,17,22.0,59
1760,17,22.0,59
1761,17,21.0,59
1762,17,21.0,59
1763,17,22.0,59
1764,17,22.0,59
1765,17,22.0,59
1766,17,21.0,59
1767,17,22.0,59
1768,17,22.0,59
1769,17,22.0,59
1770,17,22.0,60
1771,17,22.0,60
1772,17,22.0,60
1773,17,22.0,60
1774,17,22.0,60
1775,17,21.0,60
1776,17,22.0,60
1777,17,20.0,60
1778,17,22.0,60
1779,17,22.0,60
1780,17,22.0,60
1781,17,20.0,60
1782,17,21.0,60
1783,17,21.0,60
1784,17,22.0,60
1785,17,22.0,60
1786,17,21.0,60
1787,17,19.0,60
1788,17,22.0,60
1789,17,20.0,60
1790,17,22.0,60
1791,17,21.0,60
1792,17,22.0,60
1793,17,18.0,60
1794,17,22.0,60
1795,17,21.0,60
1796,17,22.0,60
1797,17,20.0,60
1798,17,22.0,60
1799,17,22.0,60
1800,17,21.0,61
1801,17,20.0,61
1802,17,21.0,61
1803,17,21.0,61
1804,17,19.0,61
1805,17,22.0,61
1806,17,22.0,61
1807,17,17.0,61
1808,17,21.0,61
1809,17,20.0,61
1810,17,22.0,61
1811,17,22.0,61
1812,17,19.0,61
1813,17,22.0,61
1814,17,20.0,61
1815,17,21.0,61
1816,17,22.0,61
1817,17,22.0,61
1818,17,22.0,61
1819,17,22.0,61
1820,17,21.0,61
1821,17,22.0,61
1822,17,20.0,61
1823,17,18.0,61
1824,17,22.0,61
1825,17,22.0,61
1826,17,21.0,61
1827,17,19.0,61
1828,17,18.0,61
1829,17,22.0,61
1830,17,21.0,62
1831,17,20.0,62
1832,17,22.0,62
1833,17,20.0,62
1834,17,21.0,62
1835,17,22.0,62
1836,17,22.0,62
1837,17,21.0,62
1838,17,22.0,62
1839,17,17.0,62
1840,17,19.0,62
1841,17,22.0,62
1842,17,22.0,62
1843,17,18.0,62
1844,17,21.0,62
1845,17,22.0,62
1846,17,22.0,62
1847,17,20.0,62
1848,17,21.0,62
1849,17,21.0,62
1850,17,22.0,62
1851,17,22.0,62
1852,17,20.0,62
1853,17,20.0,62
1854,17,22.0,62
1855,17,20.0,62
1856,17,18.0,62
1857,17,21.0,62
1858,17,20.0,62
1859,17,16.0,62
1860,17,20.0,63
1861,17,22.0,63
1862,17,21.0,63
1863,17,22.0,63
1864,17,17.0,63
1865,17,21.0,63
1866,17,22.0,63
1867,17,21.0,63
1868,17,22.0,63
1869,17,15.0,63
1870,17,20.0,63
1871,17,22.0,63
1872,17,19.0,63
1873,17,22.0,63
1874,17,20.0,63
1875,17,19.0,63
1876,17,19.0,63
1877,17,22.0,63
1878,17,19.0,63
1879,17,19.0,63
1880,17,19.0,63
1881,17,20.0,63
1882,17,16.0,63
1883,17,17.0,63
1884,17,20.0,63
1885,17,19.0,63
1886,17,22.0,63
1887,17,15.0,63
1888,17,22.0,63
1889,17,22.0,63
1890,17,20.0,64
1891,17,21.0,64
1892,17,22.0,64
1893,17,22.0,64
1894,17,22.0,64
1895,17,18.0,64
1896,17,20.0,64
1897,17,22.0,64
1898,17,17.0,64
1899,17,22.0,64
1900,17,21.0,64
1901,17,22.0,64
1902,17,21.0,64
1903,17,19.0,64
1904,17,21.0,64
1905,17,20.0,64
1906,17,21.0,64
1907,17,22.0,64
1908,17,17.0,64
1909,17,22.0,64
1910,17,16.0,64
1911,17,20.0,64
1912,17,22.0,64
1913,17,15.0,64
1914,17,17.0,64
1915,17,21.0,64
1916,17,21.0,64
1917,17,19.0,64
1918,17,19.0,64
1919,17,22.0,64
1920,17,22.0,65
1921,17,20.0,65
1922,17,17.0,65
1923,17,19.0,65
1924,17,20.0,65
1925,17,21.0,65
1926,17,18.0,65
1927,17,21.0,65
1928,17,17.0,65
1929,17,22.0,65
1930,17,21.0,65
1931,17,21.0,65
1932,17,21.0,65
1933,17,22.0,65
1934,17,16.0,65
1935,17,20.0,65
1936,17,19.0,65
1937,17,22.0,65
1938,17,19.0,65
1939,17,17.0,65
1940,17,21.0,65
1941,17,20.0,65
1942,17,22.0,65
1943,17,20.0,65
1944,17,19.0,65
1945,17,21.0,65
1946,17,21.0,65
1947,17,18.0,65
1948,17,17.0,65
1949,17,18.0,65
1950,17,20.0,66
1951,17,18.0,66
1952,17,17.0,66
1953,17,22.0,66
1954,17,18.0,66
1955,17,22.0,66
1956,17,22.0,66
1957,17,21.0,66
1958,17,21.0,66
1959,17,15.0,66
1960,17,19.0,66
1961,17,18.0,66
1962,17,17.0,66
1963,17,17.0,66
1964,17,19.0,66
1965,17,19.0,66
1966,17,20.0,66
1967,17,17.0,66
1968,17,22.0,66
1969,17,20.0,66
1970,17,20.0,66
1971,17,15.0,66
1972,17,18.0,66
1973,17,20.0,66
1974,17,22.0,66
1975,17,21.0,66
1976,17,17.0,66
1977,17,21.0,66
1978,17,21.0,66
1979,17,19.0,66
1980,17,22.0,67
1981,17,18.0,67
1982,17,22.0,67
1983,17,22.0,67
1984,17,22.0,67
1985,17,18.0,67
1986,17,22.0,67
1987,17,21.0,67
1988,17,22.0,67
1989,17,19.0,67
1990,17,22.0,67
1991,17,16.0,67
1992,17,22.0,67
1993,17,17.0,67
1994,17,22.0,67
1995,17,15.0,67
1996,17,18.0,67
1997,17,21.0,67
1998,17,21.0,67
1999,17,18.0,67
2000,17,20.0,67
2001,17,15.0,67
2002,17,18.0,67
2003,17,21.0,67
2004,17,21.0,67
2005,17,22.0,67
2006,17,18.0,67
2007,17,15.0,67
2008,17,19.0,67
2009,17,19.0,67
2010,17,19.0,68
2011,17,22.0,68
2012,17,17.0,68
2013,17,22.0,68
2014,17,22.0,68
2015,17,17.0,68
2016,17,22.0,68
2017,17,21.0,68
2018,17,19.0,68
2019,17,22.0,68
2020,17,20.0,68
2021,17,19.0,68
2022,17,16.0,68
2023,17,19.0,68
2024,17,19.0,68
2025,17,18.0,68
2026,17,19.0,68
2027,17,19.0,68
2028,17,17.0,68
2029,17,20.0,68
2030,17,17.0,68
2031,17,18.0,68
2032,17,16.0,68
2033,17,15.0,68
2034,17,22.0,68
2035,17,22.0,68
2036,17,22.0,68
2037,17,19.0,68
2038,17,17.0,68
2039,17,16.0,68
2040,17,22.0,69
2041,17,21.0,69
2042,17,22.0,69
2043,17,15.0,69
2044,17,21.0,69
2045,17,17.0,69
2046,17,20.0,69
2047,17,20.0,69
2048,17,21.0,69
2049,17,19.0,69
2050,17,20.0,69
2051,17,19.0,69
2052,17,16.0,69
2053,17,22.0,69
2054,17,21.0,69
2055,17,22.0,69
2056,17,15.0,69
2057,17,18.0,69
2058,17,20.0,69
2059,17,22.0,69
2060,17,19.0,69
2061,17,18.0,69
2062,17,20.0,69
2063,17,19.0,69
2064,17,22.0,69
2065,17,22.0,69
2066,17,17.0,69
2067,17,15.0,69
2068,17,22.0,69
2069,17,21.0,69
2070,17,22.0,70
2071,17,22.0,70
2072,17,22.0,70
2073,17,22.0,70
2074,17,17.0,70
2075,17,17.0,70
2076,17,21.0,70
2077,17,20.0,70
2078,17,22.0,70
2079,17,15.0,70
2080,17,20.0,70
2081,17,21.0,70
2082,17,21.0,70
2083,17,21.0,70
2084,17,18.0,70
2085,17,19.0,70
2086,17,21.0,70
2087,17,22.0,70
2088,17,15.0,70
2089,17,20.0,70
2090,17,16.0,70
2091,17,15.0,70
2092,17,17.0,70
2093,17,22.0,70
2094,17,18.0,70
2095,17,16.0,70
2096,17,22.0,70
2097,17,15.0,70
2098,17,16.0,70
2099,17,18.0,70
2100,17,17.0,71
2101,17,20.0,71
2102,17,17.0,71
2103,17,21.0,71
2104,17,17.0,71
2105,17,20.0,71
2106,17,19.0,71
2107,17,19.0,71
2108,17,17.0,71
2109,17,17.0,71
2110,17,20.0,71
2111,17,17.0,71
2112,17,18.0,71
2113,17,21.0,71
2114,17,17.0,71
2115,17,19.0,71
2116,17,15.0,71
2117,17,21.0,71
2118,17,22.0,71
2119,17,21.0,71
2120,17,21.0,71
2121,17,22.0,71
2122,17,17.0,71
2123,17,16.0,71
2124,17,16.0,71
2125,17,17.0,71
2126,17,17.0,71
2127,17,21.0,71
2128,17,21.0,71
2129,17,20.0,71
2130,17,18.0,72
2131,17,16.0,72
2132,17,17.0,72
2133,17,18.0,72
2134,17,19.0,72
2135,17,21.0,72
2136,17,17.0,72
2137,17,15.0,72
2138,17,22.0,72
2139,17,22.0,72
2140,17,18.0,72
2141,17,19.0,72
2142,17,21.0,72
2143,17,16.0,72
2144,17,20.0,72
2145,17,17.0,72
2146,17,17.0,72
2147,17,18.0,72
2148,17,22.0,72
2149,17,21.0,72
2150,17,19.0,72
2151,17,18.0,72
2152,17,21.0,72
2153,17,18.0,72
2154,17,22.0,72
2155,17,18.0,72
2156,17,15.0,72
2157,17,18.0,72
2158,17,22.0,72
2159,17,15.0,72
2160,17,18.0,73
2161,17,22.0,73
2162,17,21.0,73
2163,17,20.0,73
2164,17,20.0,73
2165,17,17.0,73
2166,17,18.0,73
2167,17,22.0,73
2168,17,19.0,73
2169,17,20.0,73
2170,17,20.0,73
2171,17,20.0,73
2172,17,20.0,73
2173,17,18.0,73
2174,17,21.0,73
2175,17,19.0,73
2176,17,21.0,73
2177,17,22.0,73
2178,17,18.0,73
2179,17,22.0,73
2180,17,19.0,73
2181,17,20.0,73
2182,17,21.0,73
2183,17,21.0,73
2184,17,20.0,73
2185,17,22.0,73
2186,17,16.0,73
2187,17,22.0,73
2188,17,22.0,73
2189,17,19.0,73
2190,17,20.0,74
2191,17,17.0,74
2192,17,20.0,74
2193,17,21.0,74
2194,17,19.0,74
2195,17,17.0,74
2196,17,19.0,74
2197,17,17.0,74
2198,17,21.0,74
2199,17,22.0,74
2200,17,18.0,74
2201,17,17.0,74
2202,17,22.0,74
2203,17,18.0,74
2204,17,15.0,74
2205,17,19.0,74
2206,17,16.0,74
2207,17,21.0,74
2208,17,16.0,74
2209,17,16.0,74
2210,17,16.0,74
2211,17,20.0,74
2212,17,19.0,74
2213,17,21.0,74
2214,17,19.0,74
2215,17,21.0,74
2216,17,21.0,74
2217,17,16.0,74
2218,17,22.0,74
2219,17,19.0,74
2220,17,15.0,75
2221,17,21.0,75
2222,17,20.0,75
2223,17,19.0,75
2224,17,15.0,75
2225,17,21.0,75
2226,17,15.0,75
2227,17,21.0,75
2228,17,22.0,75
2229,17,17.0,75
2230,17,16.0,75
2231,17,22.0,75
2232,17,22.0,75
2233,17,15.0,75
2234,17,22.0,75
2235,17,19.0,75
2236,17,15.0,75
2237,17,22.0,75
2238,17,19.0,75
2239,17,21.0,75
2240,17,22.0,75
2241,17,16.0,75
2242,17,22.0,75
2243,17,21.0,75
2244,17,17.0,75
2245,17,20.0,75
2246,17,20.0,75
2247,17,17.0,75
2248,17,21.0,75
2249,17,18.0,75
2250,17,19.0,76
2251,17,16.0,76
2252,17,21.0,76
2253,17,22.0,76
2254,17,17.0,76
2255,17,18.0,76
2256,17,16.0,76
2257,17,19.0,76
2258,17,15.0,76
2259,17,17.0,76
2260,17,20.0,76
2261,17,15.0,76
2262,17,22.0,76
2263,17,18.0,76
2264,17,17.0,76
2265,17,21.0,76
2266,17,16.0,76
2267,17,17.0,76
2268,17,16.0,76
2269,17,20.0,76
2270,17,20.0,76
2271,17,20.0,76
2272,17,21.0,76
2273,17,22.0,76
2274,17,21.0,76
2275,17,17.0,76
2276,17,18.0,76
2277,17,21.0,76
2278,17,19.0,76
2279,17,22.0,76
2280,17,22.0,77
2281,17,17.0,77
2282,17,21.0,77
2283,17,22.0,77
2284,17,22.0,77
2285,17,17.0,77
2286,17,21.0,77
2287,17,22.0,77
2288,17,20.0,77
2289,17,20.0,77
2290,17,20.0,77
2291,17,19.0,77
2292,17,19.0,77
2293,17,19.0,77
2294,17,16.0,77
2295,17,15.0,77
2296,17,18.0,77
2297,17,18.0,77
2298,17,19.0,77
2299,17,22.0,77
2300,17,20.0,77
2301,17,22.0,77
2302,17,18.0,77
2303,17,22.0,77
2304,17,22.0,77
2305,17,18.0,77
2306,17,15.0,77
2307,17,20.0,77
2308,17,19.0,77
2309,17,19.0,77
2310,17,21.0,78
2311,17,16.0,78
2312,17,18.0,78
2313,17,18.0,78
2314,17,15.0,78
2315,17,20.0,78
2316,17,18.0,78
2317,17,20.0,78
2318,17,19.0,78
2319,17,21.0,78
2320,17,17.0,78
2321,17,22.0,78
2322,17,21.0,78
2323,17,16.0,78
2324,17,20.0,78
2325,17,15.0,78
2326,17,16.0,78
2327,17,19.0,78
2328,17,21.0,78
2329,17,18.0,78
2330,17,16.0,78
2331,17,17.0,78
2332,17,15.0,78
2333,17,22.0,78
2334,17,17.0,78
2335,17,22.0,78
2336,17,20.0,78
2337,17,22.0,78
2338,17,18.0,78
2339,17,18.0,78
2340,17,19.0,79
2341,17,19.0,79
2342,17,17.0,79
2343,17,22.0,79
2344,17,18.0,79
2345,17,21.0,79
2346,17,20.0,79
2347,17,22.0,79
2348,17,16.0,79
2349,17,19.0,79
2350,17,22.0,79
2351,17,19.0,79
2352,17,21.0,79
2353,17,22.0,79
2354,17,22.0,79
2355,17,22.0,79
2356,17,18.0,79
2357,17,22.0,79
2358,17,19.0,79
2359,17,20.0,79
2360,17,21.0,79
2361,17,17.0,79
2362,17,21.0,79
2363,17,19.0,79
2364,17,17.0,79
2365,17,18.0,79
2366,17,21.0,79
2367,17,16.0,79
2368,17,16.0,79
2369,17,19.0,79
2370,17,16.0,80
2371,17,17.0,80
2372,17,18.0,80
2373,17,19.0,80
2374,17,19.0,80
2375,17,18.0,80
2376,17,21.0,80
2377,17,22.0,80
2378,17,19.0,80
2379,17,18.0,80
2380,17,22.0,80
2381,17,22.0,80
2382,17,20.0,80
2383,17,17.0,80
2384,17,19.0,80
2385,17,20.0,80
2386,17,15.0,80
2387,17,18.0,80
2388,17,15.0,80
2389,17,15.0,80
2390,17,21.0,80
2391,17,21.0,80
2392,17,19.0,80
2393,17,22.0,80
2394,17,20.0,80
2395,17,20.0,80
2396,17,18.0,80
2397,17,20.0,80
2398,17,20.0,80
2399,17,22.0,80
2400,17,16.0,81
2401,17,22.0,81
2402,17,20.0,81
2403,17,22.0,81
2404,17,17.0,81
2405,17,20.0,81
2406,17,20.0,81
2407,17,22.0,81
2408,17,20.0,81
2409,17,15.0,81
2410,17,19.0,81
2411,17,17.0,81
2412,17,16.0,81
2413,17,21.0,81
2414,17,15.0,81
2415,17,20.0,81
2416,17,21.0,81
2417,17,17.0,81
2418,17,16.0,81
2419,17,16.0,81
2420,17,21.0,81
2421,17,18.0,81
2422,17,15.0,81
2423,17,20.0,81
2424,17,15.0,81
2425,17,21.0,81
2426,17,20.0,81
2427,17,22.0,81
2428,17,17.0,81
2429,17,15.0,81
2430,17,16.0,82
2431,17,16.0,82
2432,17,21.0,82
2433,17,19.0,82
2434,17,22.0,82
2435,17,16.0,82
2436,17,16.0,82
2437,17,22.0,82
2438,17,15.0,82
2439,17,19.0,82
2440,17,16.0,82
2441,17,22.0,82
2442,17,20.0,82
2443,17,20.0,82
2444,17,18.0,82
2445,17,17.0,82
2446,17,21.0,82
2447,17,21.0,82
2448,17,22.0,82
2449,17,21.0,82
2450,17,18.0,82
2451,17,17.0,82
2452,17,18.0,82
2453,17,21.0,82
2454,17,15.0,82
2455,17,16.0,82
2456,17,22.0,82
2457,17,22.0,82
2458,17,15.0,82
2459,17,15.0,82
2460,17,18.0,83
2461,17,22.0,83
2462,17,16.0,83
2463,17,17.0,83
2464,17,18.0,83
2465,17,16.0,83
2466,17,16.0,83
2467,17,17.0,83
2468,17,21.0,83
2469,17,18.0,83
2470,17,21.0,83
2471,17,17.0,83
2472,17,18.0,83
2473,17,20.0,83
2474,17,22.0,83
2475,17,20.0,83
2476,17,19.0,83
2477,17,15.0,83
2478,17,20.0,83
2479,17,21.0,83
2480,17,22.0,83
2481,17,19.0,83
2482,17,22.0,83
2483,17,17.0,83
2484,17,21.0,83
2485,17,22.0,83
2486,17,15.0,83
2487,17,19.0,83
2488,17,17.0,83
2489,17,15.0,83
2490,17,21.0,84
2491,17,19.0,84
2492,17,19.0,84
2493,17,19.0,84
2494,17,19.0,84
2495,17,16.0,84
2496,17,15.0,84
2497,17,22.0,84
2498,17,16.0,84
2499,17,22.0,84
2500,17,16.0,84
2501,17,15.0,84
2502,17,20.0,84
2503,17,21.0,84
2504,17,20.0,84
2505,17,22.0,84
2506,17,20.0,84
2507,17,19.0,84
2508,17,16.0,84
2509,17,17.0,84
2510,17,20.0,84
2511,17,17.0,84
2512,17,18.0,84
2513,17,22.0,84
2514,17,19.0,84
2515,17,20.0,84
2516,17,20.0,84
2517,17,20.0,84
2518,17,15.0,84
2519,17,20.0,84
2520,17,18.0,85
2521,17,19.0,85
2522,17,19.0,85
2523,17,15.0,85
2524,17,16.0,85
2525,17,22.0,85
2526,17,16.0,85
2527,17,15.0,85
2528,17,15.0,85
2529,17,17.0,85
2530,17,18.0,85
2531,17,16.0,85
2532,17,16.0,85
2533,17,15.0,85
2534,17,15.0,85
2535,17,16.0,85
2536,17,15.0,85
2537,17,18.0,85
2538,17,19.0,85
2539,17,17.0,85
2540,17,20.0,85
2541,17,17.0,85
2542,17,15.0,85
2543,17,15.0,85
2544,17,16.0,85
2545,17,18.0,85
2546,17,15.0,85
2547,17,22.0,85
2548,17,16.0,85
2549,17,17.0,85
2550,17,19.0,86
2551,17,19.0,86
2552,17,15.0,86
2553,17,16.0,86
2554,17,15.0,86
2555,17,15.0,86
2556,17,15.0,86
2557,17,15.0,86
2558,17,15.0,86
2559,17,16.0,86
2560,17,16.0,86
2561,17,16.0,86
2562,17,16.0,86
2563,17,15.0,86
2564,17,19.0,86
2565,17,15.0,86
2566,17,20.0,86
2567,17,15.0,86
2568,17,21.0,86
2569,17,20.0,86
2570,17,20.0,86
2571,17,15.0,86
2572,17,15.0,86
2573,17,17.0,86
2574,17,15.0,86
2575,17,15.0,86
2576,17,15.0,86
2577,17,19.0,86
2578,17,15.0,86
2579,17,18.0,86
2580,17,17.0,87
2581,17,15.0,87
2582,17,18.0,87
2583,17,15.0,87
2584,17,18.0,87
2585,17,15.0,87
2586,17,18.0,87
2587,17,16.0,87
2588,17,17.0,87
2589,17,16.0,87
2590,17,17.0,87
2591,17,16.0,87
2592,17,19.0,87
2593,17,15.0,87
2594,17,15.0,87
2595,17,18.0,87
2596,17,17.0,87
2597,17,15.0,87
2598,17,16.0,87
2599,17,15.0,87
2600,17,17.0,87
2601,17,17.0,87
2602,17,15.0,87
2603,17,16.0,87
2604,17,15.0,87
2605,17,17.0,87
2606,17,16.0,87
2607,17,17.0,87
2608,17,20.0,87
2609,17,17.0,87
2610,17,17.0,88
2611,17,22.0,88
2612,17,15.0,88
2613,17,15.0,88
2614,17,15.0,88
2615,17,15.0,88
2616,17,20.0,88
2617,17,17.0,88
2618,17,16.0,88
2619,17,15.0,88
2620,17,15.0,88
2621,17,15.0,88
2622,17,15.0,88
2623,17,15.0,88
2624,17,16.0,88
2625,17,20.0,88
2626,17,19.0,88
2627,17,15.0,88
2628,17,15.0,88
2629,17,18.0,88
2630,17,17.0,88
2631,17,17.0,88
2632,17,15.0,88
